Nome,tipo
TAKEMAE                                                                         ,0
DILAMARA                                                                        ,0
MARLYMOTTA                                                                      ,0
SOEC                                                                            ,0
FALECEU                                                                         ,0
FIEPE                                                                           ,0
ALINESANTOSDEFARIAS                                                             ,0
RACHELRUYHOTMAILCOM                                                             ,0
IESES                                                                           ,0
GIOVANAFVASCONCELLOSTEIXEIRA                                                    ,0
FAFIC                                                                           ,0
CPCD                                                                            ,0
FAST                                                                            ,0
EMBRIOS                                                                         ,0
WOLFSGARTEN                                                                     ,0
ABCDE                                                                           ,0
CEDIMAVI                                                                        ,0
DANIELASUSIN                                                                    ,0
CARLANUNCIABEZERRA                                                              ,0
CLARICEPINHEIROBONFIM                                                           ,0
METALCON                                                                        ,0
NAO LIGAR                                                                       ,0
FUCAP                                                                           ,0
IMPLANTODENT                                                                    ,0
UNIVICOSA                                                                       ,0
TRILHAS                                                                         ,0
SERMAM                                                                          ,0
CODEMIG                                                                         ,0
COOPECOSTA                                                                      ,0
INDY FOR GIRLS                                                                  ,0
CESUG                                                                           ,0
SININGERIGCOMBR                                                                 ,0
JANAINAAPARECIDALARDYSILVA                                                      ,0
ARTEPRO                                                                         ,0
TANIAMARCIALEITEGONCALVESSILVA                                                  ,0
FATECIE                                                                         ,0
ODONTOPLIN                                                                      ,0
FUNDESTE                                                                        ,0
LUIZ CLAUDIO FABRICIO ESPOSO                                                    ,0
FUNDAGRI                                                                        ,0
FALECIDA                                                                        ,0
CEPATEC                                                                         ,0
INTEGRAR                                                                        ,0
LEONARDOSAHIUMTERRACOMBR                                                        ,0
SINTRAOMECAP                                                                    ,0
SALMAN                                                                          ,0
EU MEU                                                                          ,0
ANIMAVIDA                                                                       ,0
ESSE MESMO                                                                      ,0
ACT                                                                             ,0
GUIPO GUIPO                                                                     ,0
A A                                                                             ,0
MAO MAO                                                                         ,0
CANCELADO CANCELADO                                                             ,0
NAO QUERO FALAR MEU NOME                                                        ,0
APELIDO E IDADE DO MARIDO                                                       ,0
SANGUE BAO                                                                      ,0
CECILIAMENEZES                                                                  ,0
FALECEU                                                                         ,0
FALECIDA                                                                        ,0
FRANCINE TESTE TAVEIRA                                                          ,0
VVVVVVVVVVVVVVVVVVV                                                             ,0
AS CUIDADO CAP JOAO A ALMEIDA                                                   ,0
MARIA CRISTINA DA CONCEICAO CUS                                                 ,0
EMSSA                                                                           ,0
GERALDO JUNQUEIRA A MACHAO F                                                    ,0
SINALERT                                                                        ,0
CETEC                                                                           ,0
SINDIFISCOMG                                                                    ,0
FDSAFDSA                                                                        ,0
ALEANDRORICARDODEFREITAS                                                        ,0
VANDERLEIPAULINODOSSANTOS                                                       ,0
ANAJULIA                                                                        ,0
FEPAF                                                                           ,0
UNIFEOB                                                                         ,0
PIRACICABA                                                                      ,0
JULIO TESTE DOMINGO 3                                                           ,0
JULIO TESTE DOMINGO 2                                                           ,0
JDARIO TESTE DOMINGO                                                            ,0
TESTE INCIAL                                                                    ,0
TESTE JU MATHIAS 7                                                              ,0
TESTE JU MATHIAS 5                                                              ,0
TESTE DE INDICACAO JU                                                           ,0
TESTE JU MATHIAS INDICACAO                                                      ,0
TESTE GMAIL                                                                     ,0
TESTE MAILINATOR                                                                ,0
TESTE ENQUETE 12                                                                ,0
TESTE ENQUETE 02                                                                ,0
TESTE ENQUETE 07                                                                ,0
TESTE ENQUETE 06                                                                ,0
TESTE ENQUETE 05                                                                ,0
TESTE ENQUETE 04                                                                ,0
TESTE ENQUETE03                                                                 ,0
TESTE ENQUETE 16                                                                ,0
TESTE ENQUETE 11                                                                ,0
TESTE ENQUETE 08                                                                ,0
TESTE ENQUETE                                                                   ,0
TESTE ENQUETE                                                                   ,0
TESTE ENQUETE                                                                   ,0
TESTE JU MATHIAS 9                                                              ,0
TESTE JU MATHIAS 3                                                              ,0
TESTE JU MATHIAS 2                                                              ,0
MALU TESTE MADRUGADA                                                            ,0
TESTE VOUCHER                                                                   ,0
TESTE APLICATIVO                                                                ,0
TESTE VOUCHER                                                                   ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE LOG                                                                       ,0
TESTE MAILINATOR OUTRO                                                          ,0
TESTE 26                                                                        ,0
TESTE 24                                                                        ,0
TESTE 22                                                                        ,0
TESTE SABADO                                                                    ,0
TESTE NOITE 2                                                                   ,0
TESTE NOITE                                                                     ,0
NOME COMPLETO                                                                   ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE                                                                           ,0
TESTE IPHONE                                                                    ,0
JUCA TESTE DOS SANTOS                                                           ,0
TESTTTT                                                                         ,0
TESTEDEPDEPSM1 TESTE DEPENDENTE DO DEPENDENTE                                   ,0
MAU MAU                                                                         ,0
JLCR SRN                                                                        ,0
OPINIAO TRICOLOR                                                                ,0
EU NAO SOU MAIOR QUE O MAR                                                      ,0
JUNIOR CORINTHIANS                                                              ,0
WELLINGTON WELLINGTON                                                           ,0
KLJKLJLKJKLJ LJLKJKLJKL                                                         ,0
LPS                                                                             ,0
JC                                                                              ,0
TESTE INDIQUE AMIGO                                                             ,0
NOME COMPLETO                                                                   ,0
TESTE JU MATHIAS 8                                                              ,0
C R 7                                                                           ,0
AUGUSTA AUGUSTA                                                                 ,0
RENATO RENATO                                                                   ,0
JAQUELINE DOS SANTOS TESTE DE OLIVEIRA                                          ,0
NAME NAME                                                                       ,0
LOCO ABREU                                                                      ,0
ACHAR ACHAR                                                                     ,0
FARIA FARIA                                                                     ,0
MODERADOR OTARIO                                                                ,0
JULIANA JULIANA                                                                 ,0
VERDADEIRO VASCAINO                                                             ,0
MAVS MAVS                                                                       ,0
DANIELA DANIELA                                                                 ,0
EUMESMO E VOCE SEMPRE                                                           ,0
AOS CUIDADOS DE JOSE MARIA                                                      ,0
MACACO CANSADO                                                                  ,0
GABRIELA GABRIELA                                                               ,0
NUGGET NUGGET                                                                   ,0
ASDF ASDF                                                                       ,0
EDUARDOBARBOSAFERREIRA                                                          ,0
NOME COMPLETO                                                                   ,0
LIRIOALDICERCEZAR                                                               ,0
VALTERCIDES                                                                     ,0
RAFA GIRL                                                                       ,0
TESTE TESTE TESTE                                                               ,0
XPTO XPTO                                                                       ,0
GUSTAVO SUPER GUGA I                                                            ,0
TESTE DOIS APOSTILA                                                             ,0
MAURICIOMAIO                                                                    ,0
BOAVENTURA BOAVENTURA                                                           ,0
CARLOS ALBERTO PEREIRA FONES                                                    ,0
AMAPI                                                                           ,0
RENATO RENATO                                                                   ,0
NOME COMPLETO                                                                   ,0
STELAMARIAMARQUESCONCEICAO                                                      ,0
SUELIREGINALIBARDI                                                              ,0
NOME CARRO ANTIGO                                                               ,0
RONALDO RONALDO                                                                 ,0
ULISSESCIRIACODEOLIVEIRASOBRINHO                                                ,0
TRETRE TRETRE                                                                   ,0
ISABELFATIMAPIRESMARINHO                                                        ,0
MINEIRO                                                                         ,0
RAMOS RAMOS                                                                     ,0
LILI LILI                                                                       ,0
EU MESMA                                                                        ,0
PATY PATY                                                                       ,0
FLAMENGUISTA                                                                    ,0
TRICOLOR                                                                        ,0
M R C                                                                           ,0
FLAVIO COMPLETO                                                                 ,0
MAO DE MACACO                                                                   ,0
ASSAHI                                                                          ,0
TESTE                                                                           ,0
TESTE APP                                                                       ,0
ROBINHO ROBINHO                                                                 ,0
NOME COMPLETO                                                                   ,0
TESTE RIR                                                                       ,0
JOSE BKKKKKKKKKKKKKK                                                            ,0
TESTE                                                                           ,0
TRICOLOR PORTOALEGRENSE                                                         ,0
JUNIOR JUNIOR                                                                   ,0
NIVEK NIVEK                                                                     ,0
ADOLLFO ADOLLFO                                                                 ,0
LIUZ LIUZ                                                                       ,0
DALEO DALEO                                                                     ,0
ANDRE ANDRE                                                                     ,0
SANTOS SANTOS                                                                   ,0
VAI SE FODER                                                                    ,0
WEWEWE WEWEWE                                                                   ,0
SILVA SILVA                                                                     ,0
TESTE SITE                                                                      ,0
TRICOLOR CARIOCA                                                                ,0
VEJABLOG SELECAODOS MELHORES BLOGS SITES                                        ,0
EME EME                                                                         ,0
AOZ AOZ                                                                         ,0
MAMAO MAMAO                                                                     ,0
ELISENATAN ELISENATAN                                                           ,0
NOMZINHO NOMZINHO                                                               ,0
NAO SEI                                                                         ,0
MAM MAM                                                                         ,0
COSTA COSTA                                                                     ,0
EU IRENE EUAC                                                                   ,0
METEUS METEUS                                                                   ,0
FERNANDA FERNANDA                                                               ,0
ASDFASD ASDFASD                                                                 ,0
TALYSSON                                                                        ,0
JOAO DOIDO                                                                      ,0
MEU AMOR                                                                        ,0
TESTE TESTE                                                                     ,0
NOME COMPLETO                                                                   ,0
PREFIRO NAO INFORMAR                                                            ,0
EU TRETU RTOIU                                                                  ,0
ROBERTO TESTE                                                                   ,0
SOLANJEMARIACARVALHO                                                            ,0
CAIO CAIO                                                                       ,0
AGUZZ AGUZZ                                                                     ,0
LIXO GERAL                                                                      ,0
FABIO FABIO                                                                     ,0
MARCOS ANTONIO TESTE MARTINS                                                    ,0
SATAI SATAI                                                                     ,0
SUNDA SUNDA                                                                     ,0
EU MESMO                                                                        ,0
TODOS                                                                           ,0
NAO POSSO DIZER                                                                 ,0
HSING                                                                           ,0
MFMAIL MFMAIL                                                                   ,0
SDFSDFSDF                                                                       ,0
GR                                                                              ,0
TESTE                                                                           ,0
TESTE CADUN QUATRO                                                              ,0
FERNANDO FERNANDO                                                               ,0
TRICOLOR DE CORACAO                                                             ,0
TRICOLOR ROTUNDO                                                                ,0
ROBERTO CARALINHO                                                               ,0
BAD BOY                                                                         ,0
MBHZ TBHZ                                                                       ,0
NOME DO MEU SUBRINHO                                                            ,0
J DVD                                                                           ,0
NINO LOUCO                                                                      ,0
4                                                                               ,0
AOVIVO                                                                          ,0
IPEG                                                                            ,0
APEA                                                                            ,0
TESTE JU MATHIAS 4                                                              ,0
ALEGRIA KKKKK                                                                   ,0
TESTE INDICACAO JU 3                                                            ,0
LINDINHA NEVES                                                                  ,0
TESTE                                                                           ,0
TESTESM04 TESTE DE CADASTRO INCOMPLETO                                          ,0
TESTE ABLE SECURITY                                                             ,0
WZF QN3                                                                         ,0
MACACO                                                                          ,0
GUSTAVO GUSTAVO                                                                 ,0
TESTE TESTE                                                                     ,0
O INCRIVEL HOMEM MOCA TRICOLOR                                                  ,0
EX BABACA                                                                       ,0
VALBER RIBEIRO GOMES E ESPOSA                                                   ,0
LOXA LOXA                                                                       ,0
MARINA MARINA                                                                   ,0
MARCOS JEFERSON PANGARE FERREIRA                                                ,0
PREFIRO NAO INFORMAR                                                            ,0
FABIO NAO                                                                       ,0
VIVIANN VIVIANN                                                                 ,0
DBA DBA                                                                         ,0
TESTE TESTANDO DOIS                                                             ,0
TESTE TESTANDO                                                                  ,0
RENATO GOSTOSO                                                                  ,0
OINC OINC                                                                       ,0
NOME COMPLETO                                                                   ,0
RAFAELA RAFAELA                                                                 ,0
KAENE KAENE                                                                     ,0
BUNDA LELE                                                                      ,0
WAGNER WAGNER                                                                   ,0
SE O MEU NOME FOSSE POLONES                                                     ,0
SIDNEI EU TU                                                                    ,0
LOLO DA FAZENDINHA                                                              ,0
LUCIANO LUCIANO                                                                 ,0
DANIELECASAGRANDA                                                               ,0
IVAN IVAN                                                                       ,0
RAUL NERD                                                                       ,0
EU GOSTO DE SPAM                                                                ,0
ANGEL ANGEL                                                                     ,0
MAFANIASUELIDESOUZA                                                             ,0
EU MEU                                                                          ,0
NOME DO SITE                                                                    ,0
TONHO TONHO                                                                     ,0
JONATHANFELIPERODIGUESCARVALHO                                                  ,0
AB AB                                                                           ,0
MCAMPELO MCAMPELO                                                               ,0
EU DOS EU                                                                       ,0
FODA SE VAI TOMAR NO CU                                                         ,0
ULTIMO NOME                                                                     ,0
MARIADELOURDESALBUQUERQUEMORAES                                                 ,0
WTIMM WTIMM                                                                     ,0
JAIME JAIME                                                                     ,0
ZAC ZAC                                                                         ,0
RYSTOK RYSTOK                                                                   ,0
JOSEDILNEI                                                                      ,0
LOSER LOSER                                                                     ,0
MANE GOSTOSO                                                                    ,0
JU QUENGA                                                                       ,0
ECOBANKPLC                                                                      ,0
TATO TATO                                                                       ,0
GISELLYMARINS                                                                   ,0
FABIOI                                                                          ,0
SUELIGONCALVESDEJESUS                                                           ,0
DAISIA FERNANDES DE FARIA FONES                                                 ,0
MARIA MARIA                                                                     ,0
MEU ANIVERSARIO                                                                 ,0
NOME COMPLETO                                                                   ,0
DANUZAFREIRECOUTINHO                                                            ,0
SOY YO MESMO                                                                    ,0
MARCELO MARCELO                                                                 ,0
NEMANO NEMANO                                                                   ,0
MEU NOME E ?                                                                    ,0
BE BE                                                                           ,0
A MESMA SENHA DA ALCALIS                                                        ,0
VALAS VALAS                                                                     ,0
EU MESMO                                                                        ,0
BABACA ANTONIO DA SILVA                                                         ,0
CYPHERPUNKS CYPHERPUNKS                                                         ,0
ANTONIO ANTONIO                                                                 ,0
LIXO GERAL                                                                      ,0
SLUT SLUT                                                                       ,0
LUIZVINICIUSDEMNEZES                                                            ,0
GILSONFELIPE                                                                    ,0
REDACAO REDACAO                                                                 ,0
APELIDO                                                                         ,0
JOROSAN                                                                         ,0
VPROTAZIO VPROTAZIO                                                             ,0
NADA NADA                                                                       ,0
FRED FRED                                                                       ,0
PAKULA                                                                          ,0
AUGUSTOBRITTO                                                                   ,0
EDSONGERALDOSILVEIRA                                                            ,0
ANTONIOEDISONFERNANDES                                                          ,0
RICARDO RICARDO                                                                 ,0
NHOU NHOU                                                                       ,0
MACH                                                                            ,0
JVC27                                                                           ,0
LYLA TRICOLOR                                                                   ,0
DEEP DEEP                                                                       ,0
LAH OLIVEIRA                                                                    ,0
BORGES BORGES                                                                   ,0
HELO XXXX                                                                       ,0
MATT MATT                                                                       ,0
MACHINHO DA MAMAE                                                               ,0
GSGSD GDFGBFDF                                                                  ,0
ASF                                                                             ,0
ARSADA                                                                          ,0
TESTE                                                                           ,0
TESTE CADASTRO NOVO                                                             ,0
TESTE FABIANO                                                                   ,0
PAULINHO SEMPRE TRICOLOR                                                        ,0
EU MESMO DOS SANTOS                                                             ,0
RHFD BH                                                                         ,0
EU MALU                                                                         ,0
BRASIL DE MERDA                                                                 ,0
IVAN IVAN                                                                       ,0
TRANSITO TRANSITO                                                               ,0
KIKA KIKA                                                                       ,0
AMANDA TESTE                                                                    ,0
MARIA MARIA                                                                     ,0
ISRAEL NAO E DO PIG                                                             ,0
JUSTUS JUSTUS                                                                   ,0
QUEM WOO MOO                                                                    ,0
IGOR IGOR                                                                       ,0
NAO FUI EU                                                                      ,0
PORTAL PORTAL                                                                   ,0
UMGEBUNG UMGEBUNG                                                               ,0
PERI PIROCA BAMBA                                                               ,0
ALEXANDRE ALEXANDRE                                                             ,0
VINICIUS VINICIUS                                                               ,0
TRICOLOR DAS LARANJEIRAS                                                        ,0
NAO ACREDITAMOS NELES                                                           ,0
BOLCHEVIQUE BOLCHEVIQUE                                                         ,0
CALEGARI CALEGARI                                                               ,0
EU DA SILVA                                                                     ,0
CHATO AZEVEDO                                                                   ,0
NUMERO                                                                          ,0
JUNIOR JUNIOR                                                                   ,0
ORECI                                                                           ,0
NOME COMPLETO                                                                   ,0
MARIADASGRACASBARROSCORREA                                                      ,0
PAULOKELLER                                                                     ,0
BRASIL DE MERDA                                                                 ,0
ADRIANA ADRIANA                                                                 ,0
ASDFGHJKL ASDFGHJKL                                                             ,0
CESARHUL                                                                        ,0
VAO SE FUDER                                                                    ,0
AVM                                                                             ,0
DKPAS DKPAS                                                                     ,0
RENATAKARINANAPOLIVASCONCELLOS                                                  ,0
JOAO JOAO                                                                       ,0
MARILENEPESSOADESOUZA                                                           ,0
FHCU FHCU                                                                       ,0
ISTO E SO PARA TESTES                                                           ,0
TJBUENF TJBUENF                                                                 ,0
LEANDRO BLABLABLA                                                               ,0
HELENA HELENA                                                                   ,0
RAQUEL RAQUEL                                                                   ,0
LINO LINO                                                                       ,0
DOUGLASKAROLKOERIG                                                              ,0
WSJR                                                                            ,0
CARMOTERNUS                                                                     ,0
MONICAMARTINSPASSARELLI                                                         ,0
MAU MAU                                                                         ,0
ALINE ALINE                                                                     ,0
A A                                                                             ,0
NAO TENHO                                                                       ,0
EDUARDODEMESQUITARODRIGUES                                                      ,0
PRODASEN                                                                        ,0
021 26119207                                                                    ,0
ABACC                                                                           ,0
HEMOCENTER                                                                      ,0
PLAJAP                                                                          ,0
CEPERJ                                                                          ,0
CIPO                                                                            ,0
ASCPDERJ                                                                        ,0
NOVINVEST                                                                       ,0
SINICON                                                                         ,0
STC RJ                                                                          ,0
CLIPESDOL                                                                       ,0
AFAERJ                                                                          ,0
ANFAVEA                                                                         ,0
SEHBRCIS                                                                        ,0
1                                                                               ,0
1                                                                               ,0
FUMEC                                                                           ,0
STICPAR                                                                         ,0
C D & P D RJ                                                                    ,0
BULTIK                                                                          ,0
ARERJ                                                                           ,0
AACCEP                                                                          ,0
APAE                                                                            ,0
SINDHERJ                                                                        ,0
METROGERAIS                                                                     ,0
MARIVON                                                                         ,0
93745443853                                                                     ,0
50453890687                                                                     ,0
RG763996402                                                                     ,0
IBDCON                                                                          ,0
V                                                                               ,0
21 99334854                                                                     ,0
01443535710                                                                     ,0
05217918713                                                                     ,0
TUKINI TUKINI                                                                   ,0
CASSIA CRISTINA DE CARALHO BELACHE                                              ,0
0007469244D912                                                                  ,0
8695052702                                                                      ,0
2708230778                                                                      ,0
47637390772                                                                     ,0
8796992727                                                                      ,0
93704003700                                                                     ,0
71118888715                                                                     ,0
2540400710                                                                      ,0
CTBC                                                                            ,0
V                                                                               ,0
49217518700                                                                     ,0
21789347734                                                                     ,0
7222756760                                                                      ,0
27147983734                                                                     ,0
07994140777                                                                     ,0
4029550720                                                                      ,0
02903424730                                                                     ,0
07924351760                                                                     ,0
01871633753                                                                     ,0
MCPCATEIN                                                                       ,0
33968121                                                                        ,0
APESU                                                                           ,0
3649563720                                                                      ,0
UNIPAC                                                                          ,0
66086531749                                                                     ,0
38932032734                                                                     ,0
GAM                                                                             ,0
CIMENSC                                                                         ,0
BRAZORE                                                                         ,0
SLOW                                                                            ,0
SINDDEGASE                                                                      ,0
LUMARI                                                                          ,0
ASUNIRIO                                                                        ,0
CIESPI                                                                          ,0
A A EEEE ANNE SULLIVAN                                                          ,0
33551367787                                                                     ,0
SINDLAGOS                                                                       ,0
SITAWI                                                                          ,0
VICTSOUZAMAR                                                                    ,0
83249079715                                                                     ,0
ABRACE                                                                          ,0
5878293706                                                                      ,0
9418376709                                                                      ,0
100                                                                             ,0
71861866100                                                                     ,0
CARLO CARLO                                                                     ,0
JOSE JOSE                                                                       ,0
RAPPORT                                                                         ,0
HJGHJGJH JGJH GJH GJH JH GJK G                                                  ,0
B2 X                                                                            ,0
ML X                                                                            ,0
GUIMARAES                                                                       ,0
WWTMM X                                                                         ,0
MNSDB10 X                                                                       ,0
MNSDB X                                                                         ,0
MNSDB X                                                                         ,0
MNS DB X                                                                        ,0
MNS DB X                                                                        ,0
MNSDB04 X                                                                       ,0
MNSDB05 X                                                                       ,0
MNSDB06 X                                                                       ,0
MNSDB07 X                                                                       ,0
MNSDB09 X                                                                       ,0
MNSDB13 X                                                                       ,0
MNSDB14 X                                                                       ,0
MNS X                                                                           ,0
MNS X                                                                           ,0
MNS JP                                                                          ,0
MNS X                                                                           ,0
MNS X                                                                           ,0
MNS JP                                                                          ,0
MNS07 X                                                                         ,0
